level,character,meaning,sound
4,拜 ,절,배
3,培,북돋울,배
3,排,밀칠,배
3,輩,무리,배
3,杯,잔,배
2,賠,물어줄,배
2,裵,성씨/옷 치렁치렁할,배
2,俳,배우,배
1,湃,물결칠,배
1,徘,어정거릴,배
1,陪,모실,배
1,胚,아기밸,배
8,白 ,흰,백
7,百 ,일백,백
3,伯,맏,백
2,柏,측백나무,백
1,魄,넋,백
1,帛,비단,백
6,番 ,차례,번
3,繁,번성할,번
3,飜,뒤칠,번
3,煩,번거로울,번
1,蕃,불을,번
1,藩,울타리,번
4,罰 ,벌할,벌
4,伐 ,칠,벌
2,閥,문벌,벌
2,筏,뗏목,벌
4,範 ,법,범
4,犯 ,범할,범
3,凡,무릇,범
2,汎,넘칠,범
2,范,성씨,범
1,帆,돛,범
1,梵,불경,범
1,氾,넘칠,범
1,泛,뜰,범
5,法 ,법,법
4,壁 ,벽,벽
3,碧,푸를,벽
2,僻,궁벽할,벽
1,癖,버릇,벽
1,劈,쪼갤,벽
1,闢,열,벽
1,擘,엄지손가락,벽
1,璧,구슬,벽
5,變 ,변할,변
4,邊 ,가,변
4,辯 ,말씀,변
3,辨,분별할,변
2,卞,성씨,변
2,弁,고깔,변
6,別 ,다를,별
1,鼈,자라,별
1,瞥,눈깜짝할,별
6,病 ,병,병
5,兵 ,병사,병
3,丙,셋째 천간/밝을,병
3,竝,나란히,병
3,屛,병풍,병
2,昞,밝을/불꽃,병
2,昺,밝을/불꽃,병
2,炳,밝을/불꽃,병
2,秉,잡을,병
2,倂,아우를,병
2,柄,자루,병
1,甁,병,병
1,餠,떡,병
4,保 ,지킬,보
4,報 ,갚을/알릴,보
4,寶 ,보배,보
4,步 ,걸음,보
4,普 ,넓을,보
3,補,기울,보
3,譜,족보,보
2,輔,도울,보
2,潽,물이름,보
2,甫,클,보
1,堡,작은성,보
1,菩,보살,보
1,洑,보/스며흐를,보/복
6,服 ,옷,복
5,福 ,복,복
4,伏 ,엎드릴,복
4,複 ,겹칠,복
3,腹,배,복
3,卜,점,복
2,馥,향기,복
1,鰒,전복,복
1,僕,종,복
1,匐,길,복
4,復 ,돌아올/다시,복/부
3,覆,다시/덮을,복/부
1,輻,바퀴살,복/폭
6,本 ,근본,본
5,奉 ,받들,봉
3,逢,만날,봉
3,封,봉할,봉
3,鳳,새,봉
3,峯,봉우리,봉
3,蜂,벌,봉
2,蓬,쑥,봉
2,縫,꿰맬,봉
2,俸,녹,봉
1,鋒,칼날,봉
1,烽,봉화,봉
1,捧,받들,봉
1,棒,막대,봉
8,父 ,아비,부
7,夫 ,남편,부
6,部 ,떼,부
4,婦 ,아내,부
4,富 ,부유할,부
4,副 ,버금,부
4,府 ,관청,부
4,負 ,질,부
4,否 ,아닐,부
3,附,붙을,부
3,賦,부세,부
3,符,부호,부
3,簿,문서,부
3,扶,도울,부
3,腐,썩을,부
3,浮,뜰,부
3,付,부칠,부
3,赴,나아갈,부
2,傅,스승,부
2,膚,살갗,부
2,敷,펼,부
2,釜,가마,부
2,阜,언덕,부
1,賻,부의,부
1,斧,도끼,부
1,孵,알깔,부
1,駙,부마,부
1,埠,부두,부
1,訃,부고,부
1,咐,분부할/불,부
1,芙,연꽃,부
1,剖,쪼갤,부
1,腑,육부,부
1,俯,구부릴,부
8,北 ,북녘/달아날,북/배
6,分 ,나눌,분
4,粉 ,가루,분
4,憤 ,분할,분
3,紛,어지러울,분
3,奔,달릴,분
3,奮,떨칠,분
3,墳,무덤,분
2,芬,향기,분
1,吩,분부할,분
1,扮,꾸밀,분
1,噴,뿜을,분
1,雰,눈날릴,분
1,忿,성낼,분
1,盆,동이,분
1,糞,똥,분
1,焚,불사를,분
4,佛 ,부처,불
3,拂,떨칠,불
2,弗,아닐/달러,불
1,彿,비슷할,불
7,不 ,아닐,불/부
3,朋,벗,붕
3,崩,무너질,붕
2,鵬,붕새,붕
1,棚,사다리,붕
1,硼,붕사,붕
1,繃,묶을,붕
5,鼻 ,코,비
5,費 ,쓸,비
5,比 ,견줄,비
4,備 ,갖출,비
4,非 ,아닐,비
4,悲 ,슬플,비
4,飛 ,날,비
4,碑 ,비석,비
4,祕 ,숨길,비
4,批 ,비평할,비
3,妃,왕비,비
3,肥,살찔,비
3,卑,낮을,비
3,婢,계집종,비
2,匪,비적/나눌,비
2,毘,도울,비
2,毖,삼갈,비
2,丕,클,비
1,妣,죽은어미,비
1,脾,지라,비
1,琵,비파,비
1,庇,덮을,비
1,鄙,더러울,비
1,翡,물총새,비
1,緋,비단,비
1,譬,비유할,비
1,扉,사립문,비
1,憊,고단할,비
1,誹,헐뜯을,비
1,裨,도울,비
1,秕,쭉정이,비
1,匕,비수,비
1,砒,비상,비
1,臂,팔,비
1,痺,저릴,비
1,蜚,바퀴/날,비
1,沸,끓을/용솟음할,비/불
2,泌,분비할/스며흐를,비/필
4,貧 ,가난할,빈
3,頻,자주,빈
3,賓,손,빈
2,彬,빛날,빈
1,嚬,찡그릴,빈
1,瀕,물가/가까울,빈
1,殯,빈소,빈
1,濱,물가,빈
1,嬪,궁녀벼슬이름,빈
5,氷 ,얼음,빙
3,聘,부를,빙
1,憑,기댈,빙
8,四 ,넉,사
7,事 ,일,사
6,死 ,죽을,사
6,使 ,하여금/부릴,사
6,社 ,모일,사
5,思 ,생각,사
5,士 ,선비,사
5,寫 ,베낄,사
5,史 ,역사,사
5,仕 ,섬길,사
5,査 ,조사할,사
4,師 ,스승,사
4,謝 ,사례할,사
4,舍 ,집,사
4,絲 ,실,사
4,射 ,쏠,사
4,私 ,사사로울,사
4,辭 ,말씀,사
3,斜,비낄,사
3,司,맡을,사
3,沙,모래,사
3,蛇,긴뱀,사
3,邪,간사할,사
3,祀,제사,사
3,詞,말씀,사
3,捨,버릴,사
3,巳,여섯째 지지/뱀,사
3,賜,줄,사
3,斯,이,사
3,似,같을,사
3,詐,속일,사
2,赦,용서할,사
2,唆,부추길,사
2,飼,기를,사
2,泗,물이름,사
1,祠,사당,사
1,徙,옮길,사
1,紗,비단,사
1,瀉,쏟을,사
1,嗣,이을,사
1,獅,사자,사
1,些,적을,사
1,奢,사치할,사
1,蓑,도롱이,사
1,麝,사향노루,사
1,娑,춤출/사바세상,사
4,寺 ,절/내관,사/시
3,削,깎을,삭
3,朔,초하루,삭
8,山 ,뫼,산
7,算 ,셈,산
5,産 ,낳을,산
4,散 ,흩을,산
2,酸,실,산
2,傘,우산,산
1,珊,산호,산
1,刪,깎을,산
1,疝,산증,산
1,撒,뿌릴,살
1,煞,죽일,살
1,薩,보살,살
4,殺 ,죽일/빠를,살/쇄
8,三 ,석,삼
3,森,수풀,삼
2,蔘,삼,삼
1,滲,스밀,삼
2,揷,꽂을,삽
1,澁,떫을,삽
7,上 ,위,상
5,相 ,서로,상
5,商 ,장사,상
5,賞 ,상줄,상
4,想 ,생각,상
4,床 ,상,상
4,常 ,항상,상
4,象 ,코끼리/모양,상
4,傷 ,상할,상
3,喪,잃을,상
3,像,모양,상
3,尙,오히려,상
3,償,갚을,상
3,霜,서리,상
3,裳,치마,상
3,詳,자세할,상
3,桑,뽕나무,상
3,祥,상서,상
3,嘗,맛볼,상
2,箱,상자,상
2,庠,학교,상
1,孀,홀어미,상
1,爽,시원할,상
1,翔,날,상
1,觴,잔,상
4,狀 ,형상/문서,상/장
1,璽,옥새,새
3,塞,변방/막힐,새/색
7,色 ,빛,색
1,嗇,아낄,색
3,索,찾을/노,색/삭
8,生 ,날,생
1,牲,희생,생
1,甥,생질,생
8,西 ,서녘,서
6,書 ,글,서
5,序 ,차례,서
3,緖,실마리,서
3,徐,천천히할,서
3,署,관청,서
3,恕,용서할,서
3,誓,맹세할,서
3,暑,더울,서
3,逝,갈,서
3,庶,여러,서
3,敍,펼,서
2,瑞,상서,서
2,舒,펼,서
1,抒,풀,서
1,黍,기장,서
1,棲,깃들일,서
1,嶼,섬,서
1,犀,무소,서
1,曙,새벽,서
1,胥,서로,서
1,鼠,쥐,서
1,薯,감자,서
1,壻,사위,서
7,夕 ,저녁,석
6,石 ,돌,석
6,席 ,자리,석
3,惜,아낄,석
3,釋,풀,석
3,析,쪼갤,석
3,昔,예,석
2,錫,주석,석
2,碩,클,석
2,晳,밝을,석
2,奭,클,석
1,潟,개펄,석
8,先 ,먼저,선
6,線 ,줄,선
5,船 ,배,선
5,善 ,착할,선
5,鮮 ,고울/물고기,선
5,仙 ,신선,선
5,選 ,가릴,선
4,宣 ,베풀,선
3,禪,봉선,선
3,旋,돌,선
2,繕,기울,선
2,璇,옥,선
2,璿,구슬,선
2,瑄,도리옥,선
1,扇,부채,선
1,煽,부채질할,선
1,腺,샘,선
1,銑,무쇠,선
1,膳,선물/반찬,선
1,羨,부러워할/무덤길,선/연
6,雪 ,눈,설
4,設 ,베풀,설
4,舌 ,혀,설
2,薛,성씨,설
2,卨,사람이름,설
1,渫,파낼,설
1,屑,가루,설
1,泄,샐,설
5,說 ,말씀/달랠/기쁠,설/세/열
1,洩,샐/퍼질,설/예
2,纖,가늘,섬
2,蟾,두꺼비,섬
2,陝,땅이름,섬
2,暹,햇살 치밀,섬
1,閃,번쩍일,섬
1,殲,다죽일,섬
3,攝,다스릴,섭
3,涉,건널,섭
2,燮,불꽃,섭
7,姓 ,성씨,성
6,成 ,이룰,성
5,性 ,성품,성
4,聖 ,신성할,성
4,城 ,재,성
4,星 ,별,성
4,聲 ,소리,성
4,盛 ,성할,성
4,誠 ,정성,성
2,晟,밝을,성
1,醒,깰,성
6,省 ,살필/덜,성/생
7,世 ,누리,세
5,歲 ,해,세
5,洗 ,씻을,세
4,稅 ,세금,세
4,勢 ,형세,세
4,細 ,가늘,세
2,貰,세낼,세
8,小 ,작을,소
7,所 ,바,소
7,少 ,적을,소
6,消 ,사라질,소
4,掃 ,쓸,소
4,笑 ,웃을,소
4,素 ,흴/바탕,소
3,燒,불사를,소
3,疏,소통할,소
3,蘇,되살아날,소
3,訴,호소할,소
3,蔬,나물,소
3,騷,떠들,소
3,昭,밝을,소
3,召,부를,소
2,巢,새집,소
2,邵,땅이름,소
2,沼,못,소
2,紹,이을,소
1,塑,흙빚을,소
1,疎,성길,소
1,遡,거스를,소
1,甦,깨어날,소
1,逍,노닐,소
1,梳,얼레빗,소
1,蕭,쓸쓸할,소
1,宵,밤,소
1,簫,퉁소,소
1,瘙,피부병,소
1,搔,긁을,소
6,速 ,빠를,속
5,束 ,묶을,속
4,續 ,이을,속
4,俗 ,풍속,속
4,屬 ,무리,속
3,粟,조,속
1,贖,속죄할,속
6,孫 ,손자,손
4,損 ,덜,손
1,遜,겸손할,손
1,涌,물,솟을
4,送 ,보낼,송
4,松 ,소나무,송
4,頌 ,기릴,송
3,訟,송사할,송
3,誦,욀,송
2,宋,성씨/송나라,송
1,悚,두려울,송
3,刷,인쇄할,쇄
3,鎖,쇠사슬,쇄
1,碎,부술,쇄
1,灑,뿌릴,쇄
3,衰,쇠할,쇠
8,水 ,물,수
7,手 ,손,수
6,樹 ,나무,수
5,首 ,머리,수
4,收 ,거둘,수
4,修 ,닦을,수
4,授 ,줄,수
4,受 ,받을,수
4,守 ,지킬,수
4,秀 ,빼어날,수
3,需,쓰일,수
3,輸,실어낼,수
3,帥,장수,수
3,垂,드리울,수
3,獸,짐승,수
3,殊,다를,수
3,壽,목숨,수
3,隨,따를,수
3,愁,근심,수
3,囚,가둘,수
3,睡,졸음,수
3,須,모름지기,수
3,誰,누구,수
3,搜,찾을,수
3,雖,비록,수
3,遂,드디어,수
2,隋,수나라,수
2,銖,저울눈,수
2,洙,물가,수
1,蒐,모을,수
1,袖,소매,수
1,竪,세울,수
1,嫂,형수,수
1,羞,부끄러울,수
1,穗,이삭,수
1,戍,수자리,수
1,狩,사냥할,수
1,瘦,여윌,수
1,髓,뼛골,수
1,繡,수놓을,수
1,讎,원수,수
1,酬,갚을,수
1,粹,순수할,수
7,數 ,셈/자주,수/삭
4,肅 ,엄숙할,숙
4,叔 ,아저씨,숙
3,淑,맑을,숙
3,熟,익을,숙
3,孰,누구,숙
1,菽,콩,숙
1,塾,글방,숙
1,夙,이를,숙
5,宿 ,잘/별자리,숙/수
5,順 ,순할,순
4,純 ,순수할,순
3,巡,돌,순
3,旬,열흘,순
3,瞬,눈 깜짝일,순
3,循,돌,순
3,脣,입술,순
3,殉,따라죽을,순
2,舜,순임금,순
2,珣,옥이름,순
2,盾,방패,순
2,荀,풀이름,순
2,淳,순박할,순
2,洵,참으로,순
1,醇,전국술,순
1,筍,죽순,순
1,馴,길들일,순
6,術 ,재주,술
3,述,펼,술
3,戌,열한째지지/개,술
4,崇 ,받들,숭
2,瑟,큰 거문고,슬
1,膝,무릎,슬
6,習 ,익힐,습
3,襲,엄습할,습
3,濕,젖을,습
3,拾,주울/열,습/십
6,勝 ,이길,승
4,承 ,이을,승
3,乘,탈,승
3,僧,중,승
3,昇,오를,승
2,繩,노끈,승
2,升,되/오를,승
1,丞,정승,승
7,市 ,시장,시
7,時 ,때,시
6,始 ,비로소,시
5,示 ,보일,시
4,視 ,볼,시
4,是 ,옳을/이,시
4,施 ,베풀,시
4,詩 ,시,시
4,試 ,시험할,시
3,侍,모실,시
3,矢,화살,시
2,屍,주검,시
2,柴,섶,시
1,弑,윗사람죽일,시
1,猜,시기할,시
1,柿,감,시
1,諡,시호,시
1,匙,숟가락,시
1,豺,승냥이,시
1,媤,시집,시
7,植 ,심을,식
6,式 ,법,식
4,息 ,쉴,식
3,飾,꾸밀,식
2,軾,수레 앞턱 가로 댄 나무,식
2,湜,물 맑을,식
2,殖,번성할,식
1,蝕,좀먹을,식
1,拭,씻을,식
1,熄,불꺼질,식
7,食 ,밥/먹일,식/사
5,識 ,알/표할,식/지
6,新 ,새,신
6,信 ,믿을,신
6,身 ,몸,신
6,神 ,귀신,신
5,臣 ,신하,신
4,申 ,아홉째지지/거듭/고할,신
3,愼,삼갈,신
3,辛,매울/여덟째 천간,신
3,伸,펼,신
3,晨,새벽,신
2,紳,큰띠,신
2,腎,콩팥,신
1,燼,불탄끝,신
1,宸,대궐,신
1,薪,섶,신
1,娠,아이밸,신
1,迅,빠를,신
1,呻,읊조릴,신
1,蜃,큰조개,신
1,訊,물을,신
8,室 ,집,실
6,失 ,잃을,실
5,實 ,열매,실
1,悉,다,실
7,心 ,마음,심
4,深 ,깊을,심
3,審,살필,심
3,甚,심할,심
3,尋,찾을,심
2,瀋,즙,심
8,十 ,열,십
1,什,열사람/세간,십/집
3,雙,두,쌍
4,氏 ,성씨,씨
5,兒 ,아이,아
3,阿,언덕,아
3,雅,맑을,아
3,亞,버금,아
3,我,나,아
3,芽,싹,아
3,牙,어금니,아
3,餓,주릴,아
1,啞,벙어리,아
1,俄,아까,아
1,訝,의심할,아
1,衙,마을,아
3,岳,큰산,악
2,握,쥘,악
1,堊,흰흙,악
1,愕,놀랄,악
1,顎,턱,악
5,惡 ,악할/미워할,악/오
7,安 ,편안할,안
5,案 ,책상,안
4,眼 ,눈,안
3,岸,언덕,안
3,顔,얼굴,안
3,雁,기러기,안
1,晏,늦을,안
1,鞍,안장,안
1,按,누를,안
3,謁,뵐,알
2,閼,가로막을,알
1,斡,돌,알
1,軋,삐걱거릴,알
4,暗 ,어두울,암
3,巖,바위,암
2,癌,암,암
1,闇,숨을,암
1,庵,암자,암
4,壓 ,억누를,압
3,押,누를,압
2,鴨,오리,압
3,仰,우러를,앙
3,央,가운데,앙
3,殃,재앙,앙
1,鴦,원앙,앙
1,昂,높을,앙
1,怏,원망할,앙
1,秧,모,앙
6,愛 ,사랑,애
3,哀,슬플,애
3,涯,물가,애
2,礙,거리낄,애
2,艾,쑥,애
2,埃,티끌,애
1,崖,언덕,애
1,曖,희미할,애
1,隘,좁을,애
1,靄,아지랑이,애
4,液 ,진,액
4,額 ,이마,액
3,厄,액,액
1,扼,잡을,액
1,腋,겨드랑이,액
1,縊,목맬,액
1,櫻,앵두,앵
1,鶯,꾀꼬리,앵
6,野 ,들,야
6,夜 ,밤,야
3,耶,어조사,야
3,也,어조사/잇기,야
2,惹,이끌,야
2,倻,가야,야
1,揶,야유할,야
1,冶,풀무,야
1,爺,아비,야
6,藥 ,약,약
6,弱 ,약할,약
5,約 ,맺을,약
3,躍,뛸,약
1,葯,꽃밥,약
3,若,같을/반야,약/야
6,洋 ,큰바다,양
6,陽 ,볕,양
5,養 ,기를,양
4,羊 ,양,양
4,樣 ,모양,양
3,壤,흙덩이,양
3,揚,날릴,양
3,讓,사양할,양
3,楊,버들,양
2,襄,도울,양
2,孃,아가씨,양
1,恙,병/근심할,양
1,釀,술빚을,양
1,癢,가려울,양
1,瘍,헐,양
1,攘,물리칠,양
7,語 ,말씀,어
5,漁 ,고기잡을,어
5,魚 ,물고기,어
3,御,임금/거느릴,어
3,於,어조사,어
1,禦,막을,어
1,瘀,어혈질,어
1,圄,옥,어
5,億 ,억,억
3,憶,생각할,억
3,抑,누를,억
1,臆,가슴,억
6,言 ,말씀,언
3,焉,어찌,언
2,彦,선비,언
1,堰,둑,언
1,諺,언문/속담,언
4,嚴 ,엄할,엄
1,掩,가릴,엄
1,奄,문득,엄
1,儼,엄연할,엄
6,業 ,일,업
4,如 ,같을,여
4,餘 ,남을,여
4,與 ,더불/줄,여
3,予,나,여
3,汝,너,여
3,輿,수레,여
3,余,나,여
4,逆 ,거스를,역
4,域 ,지경,역
3,亦,또,역
3,役,부릴,역
3,驛,역,역
3,譯,번역할,역
3,疫,전염병,역
1,繹,풀,역
4,易 ,바꿀/쉬울,역/이
7,然 ,그러할,연
4,煙 ,연기,연
4,硏 ,갈,연
4,演 ,펼,연
4,延 ,늘일,연
4,燃 ,불탈,연
4,鉛 ,납,연
4,緣 ,인연,연
3,宴,잔치,연
3,沿,물을 따라 내려갈,연
3,軟,연할,연
3,燕,제비,연
2,衍,넘칠,연
2,硯,벼루,연
2,淵,못,연
2,姸,고울,연
1,捐,버릴,연
1,筵,대자리,연
1,椽,서까래,연
1,鳶,솔개,연
5,熱 ,더울,열
3,悅,기쁠,열
3,閱,볼,열
3,炎,불꽃,염
3,染,물들,염
3,鹽,소금,염
2,閻,마을,염
2,厭,싫어할,염
1,焰,불꽃,염
1,艶,고울,염
5,葉 ,잎,엽
2,燁,빛날,엽
6,永 ,길,영
6,英 ,꽃부리,영
4,榮 ,꽃,영
4,營 ,경영할,영
4,映 ,비칠,영
4,迎 ,맞을,영
3,影,그림자,영
3,泳,헤엄칠,영
3,詠,읊을,영
2,瑛,옥빛,영
2,暎,비칠,영
2,盈,찰,영
1,嬰,어린아이,영
2,瑩,"옥돌,밝을/의혹할",영/형
4,藝 ,재주,예
4,豫 ,미리,예
3,譽,기릴/명예,예
3,銳,날카로울,예
2,預,맡길/미리,예
2,芮,성씨,예
2,睿,슬기,예
2,濊,종족이름,예
1,詣,이를,예
1,曳,끌,예
1,穢,더러울,예
1,裔,후손,예
8,五 ,다섯,오
7,午 ,낮,오
4,誤 ,그르칠,오
3,悟,깨달을,오
3,烏,까마귀,오
3,汚,더러울,오
3,娛,즐길,오
3,嗚,탄식할,오
3,吾,나,오
3,傲,거만할,오
2,吳,나라이름/성씨,오
2,梧,오동나무,오
1,奧,깊을,오
1,懊,한할,오
1,伍,다섯사람,오
1,寤,잠깰,오
2,墺,물가,오/욱
5,屋 ,집,옥
4,玉 ,구슬,옥
3,獄,옥,옥
2,鈺,보배,옥
2,沃,기름질,옥
6,溫 ,따뜻할,온
2,穩,평온할,온
1,蘊,쌓을,온
3,擁,안을,옹
3,翁,늙은이,옹
2,邕,막힐,옹
2,雍,화할,옹
2,甕,독,옹
1,壅,막을,옹
3,瓦,기와,와
3,臥,누울,와
1,訛,그릇될,와
1,渦,소용돌이,와
1,蝸,달팽이,와
5,完 ,완전할,완
3,緩,느릴,완
2,莞,빙그레할,완
1,宛,완연할,완
1,玩,즐길,완
1,腕,팔뚝,완
1,阮,성,완
1,婉,순할/아름다울,완
1,頑,완고할,완
3,曰,가로,왈
8,王 ,임금,왕
4,往 ,갈,왕
2,汪,넓을,왕
2,旺,왕성할,왕
1,枉,굽을,왕
2,歪,비뚤어질,왜
2,倭,왜나라,왜
1,矮,난쟁이,왜
8,外 ,바깥,외
3,畏,두려워할,외
1,巍,높고클,외
1,猥,외람할,외
5,曜 ,빛날,요
5,要 ,요긴할,요
4,謠 ,노래,요
3,搖,흔들,요
3,腰,허리,요
3,遙,멀,요
2,妖,요사할,요
2,耀,빛날,요
2,姚,예쁠,요
2,堯,요임금,요
1,窈,고요할,요
1,凹,오목할,요
1,窯,기와가마,요
1,拗,우길,요
1,邀,맞을,요
1,夭,일찍죽을,요
1,饒,넉넉할,요
1,擾,시끄러울,요
1,僥,요행,요
5,浴 ,목욕할,욕
3,慾,욕심,욕
3,欲,하고자 할,욕
3,辱,욕될,욕
6,用 ,쓸,용
6,勇 ,날랠,용
4,容 ,용서할/얼굴,용
3,庸,떳떳할,용
2,瑢,패옥소리,용
2,鏞,쇠북,용
2,熔,쇠녹일,용
2,溶,녹을,용
2,傭,품팔,용
2,鎔,쇠녹일,용
1,聳,솟을,용
1,踊,뛸,용
1,涌,물 솟을,용
1,蓉,연꽃,용
1,茸,풀날/버섯,용/이
7,右 ,오른,우
5,雨 ,비,우
5,友 ,벗,우
5,牛 ,소,우
4,郵 ,우편,우
4,遇 ,만날,우
4,優 ,넉넉할,우
3,宇,집,우
3,偶,짝,우
3,愚,어리석을,우
3,憂,근심,우
3,羽,깃,우
3,于,어조사,우
3,尤,더욱,우
3,又,또,우
2,佑,도울,우
2,祐,복,우
2,禹,성씨,우
1,寓,부칠,우
1,嵎,산굽이,우
1,隅,모퉁이,우
1,虞,염려할/나라이름,우
1,迂,에돌,우
2,昱,빛날,욱
2,頊,삼갈,욱
2,郁,성할,욱
2,旭,아침해,욱
6,運 ,옮길/운,운
5,雲 ,구름,운
3,韻,운,운
3,云,이를,운
2,芸,평지,운
1,隕,떨어질,운
1,耘,김맬,운
1,殞,죽을,운
2,蔚,고을이름,울
2,鬱,답답할,울
5,雄 ,수컷,웅
2,熊,곰,웅
6,遠 ,멀,원
6,園 ,동산,원
5,院 ,집,원
5,願 ,원할,원
5,原 ,근원,원
5,元 ,으뜸,원
4,員 ,인원,원
4,圓 ,둥글,원
4,源 ,근원,원
4,援 ,도울,원
4,怨 ,원망할,원
2,苑,나라동산,원
2,袁,성씨,원
2,瑗,구슬,원
2,媛,여자,원
1,冤,원통할,원
1,猿,원숭이,원
1,鴛,원앙,원
8,月 ,달,월
3,越,넘을,월
5,位 ,자리,위
5,偉 ,클,위
4,爲 ,할,위
4,衛 ,지킬,위
4,委 ,맡길,위
4,危 ,위태할,위
4,圍 ,에워쌀,위
4,威 ,위엄,위
4,慰 ,위로할,위
3,胃,밥통,위
3,謂,이를,위
3,僞,거짓,위
3,緯,씨,위
3,違,어긋날,위
2,渭,물이름,위
2,尉,벼슬,위
2,魏,나라이름,위
2,韋,가죽,위
1,萎,시들,위
7,有 ,있을,유
6,由 ,말미암을,유
6,油 ,기름,유
4,乳 ,젖,유
4,儒 ,선비,유
4,遺 ,남길,유
4,遊 ,놀,유
3,猶,오히려,유
3,幼,어릴,유
3,裕,넉넉할,유
3,柔,부드러울,유
3,維,벼리,유
3,悠,멀,유
3,誘,꾈,유
3,幽,그윽할,유
3,惟,생각할,유
3,愈,나을,유
3,酉,열째 지지/닭,유
3,唯,오직,유
2,庾,곳집,유
2,楡,느릅나무,유
2,踰,넘을,유
2,兪,대답할,유
1,揄,야유할,유
1,諛,아첨할,유
1,宥,너그러울,유
1,柚,유자,유
1,諭,타이를,유
1,游,헤엄칠,유
1,蹂,밟을,유
1,鍮,놋쇠,유
1,喩,깨우칠,유
1,癒,병나을,유
1,愉,즐거울,유
7,育 ,기를,육
4,肉 ,고기,육
3,潤,윤택할,윤
3,閏,윤달,윤
2,胤,자손,윤
2,鈗,병기,윤
2,尹,성씨,윤
2,允,맏,윤
2,融,녹을,융
1,絨,가는베,융
1,戎,병장기/오랑캐,융
6,銀 ,은,은
4,恩 ,은혜,은
4,隱 ,숨을,은
2,垠,지경,은
2,誾,온화할,은
2,殷,성할/은나라,은
3,乙,둘째 천간/새,을
6,飮 ,마실,음
6,音 ,소리,음
4,陰 ,그늘,음
3,淫,음란할,음
3,吟,읊을,음
1,蔭,그늘,음
7,邑 ,고을,읍
3,泣,울,읍
1,揖,읍할,읍
4,應 ,응할,응
3,凝,엉길,응
2,鷹,매,응
1,膺,가슴,응
6,意 ,뜻,의
6,醫 ,의원,의
6,衣 ,옷,의
4,義 ,옳을,의
4,議 ,의논할,의
4,疑 ,의심할,의
4,依 ,의지할,의
4,儀 ,모양,의
3,宜,마땅할,의
3,矣,어조사,의
1,毅,굳셀,의
1,椅,의자,의
1,擬,비길,의
1,誼,정,의
8,二 ,두,이
5,以 ,써,이
5,耳 ,귀,이
4,移 ,옮길,이
4,異 ,다를,이
3,已,이미,이
3,而,말 이을,이
3,夷,오랑캐,이
2,珥,귀고리,이
2,怡,기쁠,이
2,伊,저,이
2,貳,두,이
1,餌,미끼,이
1,姨,이모,이
1,痍,상처,이
1,爾,너,이
1,弛,늦출,이
4,益 ,더할,익
3,翼,날개,익
2,翊,도울,익
1,翌,다음날,익
8,人 ,사람,인
5,因 ,인할,인
4,認 ,알,인
4,引 ,끌,인
4,印 ,도장,인
4,仁 ,어질,인
3,忍,참을,인
3,寅,셋째 지지/범,인
3,姻,혼인,인
2,刃,칼날,인
1,蚓,지렁이,인
1,靭,질길,인
1,湮,묻힐,인
1,咽,목구멍/목멜/삼킬,인/열/연
8,日 ,해,일
8,一 ,한,일
3,逸,편안할,일
2,佾,춤,일
2,鎰,무게이름,일
2,壹,한,일
1,溢,넘칠,일
1,佚,편안/질탕,일/질
5,任 ,맡길,임
3,壬,아홉번째 천간/북방,임
3,賃,품삯,임
2,妊,아이밸,임
7,入 ,들,입
1,剩,남을,잉
1,孕,아이밸,잉
7,字 ,글자,자
7,自 ,스스로,자
7,子 ,아들,자
6,者 ,놈,자
4,資 ,재물,자
4,姿 ,모양,자
4,姉 ,윗누이,자
3,慈,사랑,자
3,紫,자줏빛,자
3,玆,이,자
3,恣,마음대로,자
2,諮,물을,자
2,雌,암컷,자
2,滋,불을,자
2,磁,자석,자
1,煮,삶을,자
1,蔗,사탕수수,자
1,疵,허물,자
1,藉,깔/핑계할,자
1,仔,자세할,자
1,瓷,사기그릇,자
1,炙,구울,자/적
3,刺,찌를,자/척
6,昨 ,어제,작
6,作 ,지을,작
3,酌,술부을,작
3,爵,벼슬,작
1,炸,터질,작
1,芍,함박꽃,작
1,勺,구기,작
1,雀,참새,작
1,灼,불사를,작
1,鵲,까치,작
1,綽,너그러울,작
1,嚼,씹을,작
4,殘 ,잔인할/남을,잔
1,盞,잔,잔
1,棧,사다리,잔
3,潛,잠길,잠
3,暫,잠깐,잠
2,蠶,누에,잠
1,箴,경계,잠
1,簪,비녀,잠
4,雜 ,섞일,잡
8,長 ,길,장
7,場 ,마당,장
6,章 ,글,장
4,障 ,막을,장
4,將 ,장수,장
4,張 ,베풀,장
4,裝 ,꾸밀,장
4,腸 ,창자,장
4,帳 ,장막,장
4,奬 ,권장할,장
4,壯 ,장할,장
3,藏,감출,장
3,掌,손바닥,장
3,臟,오장,장
3,丈,어른/길이,장
3,粧,단장할,장
3,葬,장사지낼,장
3,莊,풀성할,장
3,墻,담,장
2,獐,노루,장
2,庄,농막/씩씩할,장
2,璋,홀,장
2,蔣,성씨,장
1,醬,장,장
1,杖,지팡이,장
1,檣,돛대,장
1,匠,장인,장
1,薔,장미,장
1,仗,의장,장
1,漿,즙,장
6,才 ,재주,재
6,在 ,있을,재
5,災 ,재앙,재
5,材 ,재목,재
5,再 ,다시/두,재
5,財 ,재물,재
